trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2193,False,"{'a': 0.01, 'e': 0.11158150149359779}",25,18,11.822278597752863,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2194,False,"{'a': 0.01, 'e': 0.11146997576426268}",20,13,4.599810535373955,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2195,False,"{'a': 0.01, 'e': 0.11135856150491262}",20,11,15.25560859666107,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2196,False,"{'a': 0.01, 'e': 0.1112472586041333}",25,11,20.054770073753712,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2197,False,"{'a': 0.01, 'e': 0.1111360669506219}",20,0,30.240537487894652,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2198,False,"{'a': 0.01, 'e': 0.11102498643318673}",20,5,-5.0236506618546475,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
2199,False,"{'a': 0.01, 'e': 0.11091401694074722}",20,7,-15.757825889990782,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
2200,False,"{'a': 0.01, 'e': 0.11080315836233387}",20,3,22.25905316446861,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2201,False,"{'a': 0.01, 'e': 0.11069241058708815}",25,14,6.344942561152823,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2202,False,"{'a': 0.01, 'e': 0.11058177350426224}",20,7,18.230513887712984,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2203,False,"{'a': 0.01, 'e': 0.11047124700321906}",25,9,25.78253363877552,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2204,False,"{'a': 0.01, 'e': 0.11036083097343202}",35,2,41.58274156403052,"{0: 32, 1: 0, 2: 1, 3: 0, 4: 0}",1
2205,False,"{'a': 0.01, 'e': 0.11025052530448522}",25,6,-12.318026322664561,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
2206,False,"{'a': 0.01, 'e': 0.1101403298860729}",20,14,9.874693055485205,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2207,False,"{'a': 0.01, 'e': 0.11003024460799965}",25,13,13.14676153235757,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2208,False,"{'a': 0.01, 'e': 0.10992026936018012}",25,7,27.31794918119102,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2209,False,"{'a': 0.01, 'e': 0.10981040403263917}",25,11,23.652686503148193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2210,False,"{'a': 0.01, 'e': 0.10970064851551141}",20,4,-27.166313149372854,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
2211,False,"{'a': 0.01, 'e': 0.10959100269904129}",30,22,13.563056482988403,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2212,False,"{'a': 0.01, 'e': 0.10948146647358296}",20,3,25.885327093463346,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2213,False,"{'a': 0.01, 'e': 0.10937203972960027}",20,10,14.368827191055225,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2214,False,"{'a': 0.01, 'e': 0.10926272235766643}",25,11,25.407630670968437,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2215,False,"{'a': 0.01, 'e': 0.10915351424846406}",25,13,21.204153481338928,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2216,False,"{'a': 0.01, 'e': 0.10904441529278498}",20,13,13.432591593785663,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2217,False,"{'a': 0.01, 'e': 0.10893542538153032}",20,2,15.402705109029656,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2218,False,"{'a': 0.01, 'e': 0.10882654440571013}",20,10,20.038112325565177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2219,False,"{'a': 0.01, 'e': 0.10871777225644341}",30,13,30.38117058959765,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2220,False,"{'a': 0.01, 'e': 0.10860910882495796}",20,13,11.950405869100486,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2221,False,"{'a': 0.01, 'e': 0.10850055400259043}",25,8,6.053740416164949,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
2222,False,"{'a': 0.01, 'e': 0.10839210768078596}",30,12,31.8314622535123,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2223,False,"{'a': 0.01, 'e': 0.10828376975109819}",30,3,28.425887583861606,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
2224,False,"{'a': 0.01, 'e': 0.10817554010518914}",20,0,30.170726650634606,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2225,False,"{'a': 0.01, 'e': 0.10806741863482926}",25,9,-13.264895471075835,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
2226,False,"{'a': 0.01, 'e': 0.10795940523189702}",30,7,-4.5801757910540895,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
2227,False,"{'a': 0.01, 'e': 0.10785149978837902}",20,16,7.355993357474134,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2228,False,"{'a': 0.01, 'e': 0.10774370219636975}",20,5,21.282861435257985,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2229,False,"{'a': 0.01, 'e': 0.10763601234807169}",25,15,19.623533107602796,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2230,False,"{'a': 0.01, 'e': 0.10752843013579495}",20,10,14.123816331476416,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2231,False,"{'a': 0.01, 'e': 0.10742095545195732}",30,24,11.755248160868593,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2232,False,"{'a': 0.01, 'e': 0.10731358818908403}",25,5,36.50551033391743,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2233,False,"{'a': 0.01, 'e': 0.10720632823980793}",25,11,25.1359996343697,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2234,False,"{'a': 0.01, 'e': 0.107099175496869}",25,4,26.526891648009084,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2235,False,"{'a': 0.01, 'e': 0.10699212985311449}",30,10,-9.092868118567264,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
2236,False,"{'a': 0.01, 'e': 0.1068851912014987}",20,14,6.200264476741954,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
2237,False,"{'a': 0.01, 'e': 0.10677835943508306}",30,0,-1.6788064455191327,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",1
2238,False,"{'a': 0.01, 'e': 0.10667163444703576}",20,16,7.065739159767394,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2239,False,"{'a': 0.01, 'e': 0.1065650161306318}",25,13,19.45767513656502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2240,False,"{'a': 0.01, 'e': 0.1064585043792528}",20,0,13.942449551095322,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
2241,False,"{'a': 0.01, 'e': 0.1063520990863871}",25,16,14.572695015214583,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2242,False,"{'a': 0.01, 'e': 0.10624580014562934}",20,15,10.702755251497678,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2243,False,"{'a': 0.01, 'e': 0.1061396074506806}",30,17,20.39975925035543,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2244,False,"{'a': 0.01, 'e': 0.1060335208953481}",20,15,-11.47488034314099,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
2245,False,"{'a': 0.01, 'e': 0.10592754037354536}",20,0,30.488462901197746,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2246,False,"{'a': 0.01, 'e': 0.10582166577929185}",25,16,-24.81823830866613,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
2247,False,"{'a': 0.01, 'e': 0.10571589700671291}",25,12,22.528960244115446,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2248,False,"{'a': 0.01, 'e': 0.10561023395003975}",20,16,7.603379156053096,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2249,False,"{'a': 0.01, 'e': 0.1055046765036094}",30,12,30.9999113406494,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2250,False,"{'a': 0.01, 'e': 0.10539922456186433}",25,6,27.020405697112867,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2251,False,"{'a': 0.01, 'e': 0.10529387801935262}",20,5,29.709499042032377,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2252,False,"{'a': 0.01, 'e': 0.10518863677072765}",20,0,2.593038221304008,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
2253,False,"{'a': 0.01, 'e': 0.10508350071074826}",20,0,8.803128320127762,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2254,False,"{'a': 0.01, 'e': 0.10497846973427834}",30,20,17.510568841532976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2255,False,"{'a': 0.01, 'e': 0.1048735437362869}",30,10,20.687234554156856,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2256,False,"{'a': 0.01, 'e': 0.10476872261184789}",25,15,-1.0494312816131004,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
2257,False,"{'a': 0.01, 'e': 0.10466400625614027}",20,9,23.163747640779643,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2258,False,"{'a': 0.01, 'e': 0.10455939456444763}",20,11,15.6524909821785,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2259,False,"{'a': 0.01, 'e': 0.10445488743215826}",20,4,20.712111154486195,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2260,False,"{'a': 0.01, 'e': 0.104350484754765}",35,25,19.757442548065292,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2261,False,"{'a': 0.01, 'e': 0.10424618642786522}",25,12,23.14933032289604,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2262,False,"{'a': 0.01, 'e': 0.10414199234716055}",20,7,15.634825537841468,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2263,False,"{'a': 0.01, 'e': 0.10403790240845692}",20,12,18.34618171320401,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2264,False,"{'a': 0.01, 'e': 0.10393391650766431}",20,9,-22.29919897923382,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
2265,False,"{'a': 0.01, 'e': 0.10383003454079692}",20,13,11.938068043725158,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2266,False,"{'a': 0.01, 'e': 0.10372625640397273}",25,10,12.585586543620595,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2267,False,"{'a': 0.01, 'e': 0.10362258199341358}",20,11,3.7304739755881657,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2268,False,"{'a': 0.01, 'e': 0.10351901120544502}",20,7,24.4133977552042,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2269,False,"{'a': 0.01, 'e': 0.10341554393649634}",25,0,-32.134936195441625,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
2270,False,"{'a': 0.01, 'e': 0.1033121800831002}",30,18,22.512713755566512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2271,False,"{'a': 0.01, 'e': 0.10320891954189276}",30,16,14.07636825920535,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2272,False,"{'a': 0.01, 'e': 0.10310576220961341}",30,8,35.380862361394584,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2273,False,"{'a': 0.01, 'e': 0.10300270798310492}",30,16,27.407990127402602,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2274,False,"{'a': 0.01, 'e': 0.102899756759313}",20,7,16.143535118651144,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2275,False,"{'a': 0.01, 'e': 0.1027969084352864}",20,16,9.63214714069883,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2276,False,"{'a': 0.01, 'e': 0.10269416290817676}",25,10,26.858451636089097,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2277,False,"{'a': 0.01, 'e': 0.10259152007523863}",20,12,12.81410516256979,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2278,False,"{'a': 0.01, 'e': 0.10248897983382912}",25,15,13.11452940793418,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2279,False,"{'a': 0.01, 'e': 0.102386542081408}",25,11,-10.82850923797196,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
2280,False,"{'a': 0.01, 'e': 0.10228420671553744}",30,20,8.989572474325374,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2281,False,"{'a': 0.01, 'e': 0.10218197363388216}",20,13,13.699394663814294,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2282,False,"{'a': 0.01, 'e': 0.10207984273420903}",20,6,24.283939680955186,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2283,False,"{'a': 0.01, 'e': 0.10197781391438715}",20,9,9.627056021326514,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2284,False,"{'a': 0.01, 'e': 0.10187588707238764}",25,14,20.616972644958047,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2285,False,"{'a': 0.01, 'e': 0.10177406210628372}",20,16,8.654816254247715,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2286,False,"{'a': 0.01, 'e': 0.1016723389142504}",30,2,33.24616632264548,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
2287,False,"{'a': 0.01, 'e': 0.10157071739456447}",20,2,8.67993361939267,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
2288,False,"{'a': 0.01, 'e': 0.10146919744560434}",20,0,30.443791424218407,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2289,False,"{'a': 0.01, 'e': 0.10136777896585017}",20,12,17.094170025386553,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2290,False,"{'a': 0.01, 'e': 0.1012664618538834}",20,13,12.287219884670959,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2291,False,"{'a': 0.01, 'e': 0.10116524600838693}",30,16,13.788859998947784,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2292,False,"{'a': 0.01, 'e': 0.10106413132814486}",20,0,27.3382220147982,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2293,False,"{'a': 0.01, 'e': 0.10096311771204257}",20,4,25.756418756641445,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2294,False,"{'a': 0.01, 'e': 0.10086220505906641}",30,12,34.04432591367082,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2295,False,"{'a': 0.01, 'e': 0.10076139326830373}",25,13,24.109026900814168,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2296,False,"{'a': 0.01, 'e': 0.10066068223894266}",25,5,31.749405538588448,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2297,False,"{'a': 0.01, 'e': 0.10056007187027226}",25,15,5.42975147398395,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2298,False,"{'a': 0.01, 'e': 0.1004595620616821}",35,23,21.65168435432937,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2299,False,"{'a': 0.01, 'e': 0.1003591527126624}",20,4,-14.814441430952236,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
2300,False,"{'a': 0.01, 'e': 0.1002588437228037}",20,8,25.09967155230653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2301,False,"{'a': 0.01, 'e': 0.10015863499179714}",25,14,18.797817906470915,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2302,False,"{'a': 0.01, 'e': 0.10005852641943393}",20,0,27.47071143750893,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2303,False,"{'a': 0.01, 'e': 0.09995851790560546}",35,22,26.32665880266523,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2304,False,"{'a': 0.01, 'e': 0.09985860935030318}",35,18,18.102442868239628,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2305,False,"{'a': 0.01, 'e': 0.09975880065361863}",20,8,25.49494155399931,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2306,False,"{'a': 0.01, 'e': 0.09965909171574303}",20,6,29.519770329450004,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2307,False,"{'a': 0.01, 'e': 0.09955948243696745}",25,10,21.17365526696146,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2308,False,"{'a': 0.01, 'e': 0.09945997271768262}",20,8,13.710169282503859,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2309,False,"{'a': 0.01, 'e': 0.09936056245837875}",25,15,19.247199346984672,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2310,False,"{'a': 0.01, 'e': 0.09926125155964566}",30,11,-18.227155097926186,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
2311,False,"{'a': 0.01, 'e': 0.09916203992217239}",20,10,16.697661030781735,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2312,False,"{'a': 0.01, 'e': 0.09906292744674731}",25,15,19.019254959690276,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2313,False,"{'a': 0.01, 'e': 0.0989639140342579}",20,14,12.49684515085632,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2314,False,"{'a': 0.01, 'e': 0.09886499958569081}",30,17,18.438912668272653,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2315,False,"{'a': 0.01, 'e': 0.09876618400213154}",25,0,43.271295002959874,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2316,False,"{'a': 0.01, 'e': 0.0986674671847645}",25,18,15.838160637422597,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2317,False,"{'a': 0.01, 'e': 0.09856884903487283}",25,16,14.303945378989432,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2318,False,"{'a': 0.01, 'e': 0.09847032945383845}",25,13,12.28613737365725,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2319,False,"{'a': 0.01, 'e': 0.09837190834314173}",20,9,-7.894439398106214,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
2320,False,"{'a': 0.01, 'e': 0.09827358560436154}",20,9,16.328983581749572,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2321,False,"{'a': 0.01, 'e': 0.09817536113917512}",20,7,21.78125116885298,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2322,False,"{'a': 0.01, 'e': 0.09807723484935806}",20,12,13.140178005803895,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2323,False,"{'a': 0.01, 'e': 0.09797920663678401}",20,14,-1.4072465941515464,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2324,False,"{'a': 0.01, 'e': 0.09788127640342477}",25,15,17.974951260600136,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2325,False,"{'a': 0.01, 'e': 0.09778344405135005}",25,12,19.277837209479866,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2326,False,"{'a': 0.01, 'e': 0.09768570948272756}",20,8,21.442050886144674,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2327,False,"{'a': 0.01, 'e': 0.0975880725998227}",35,23,12.477369480642288,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2328,False,"{'a': 0.01, 'e': 0.09749053330499859}",25,11,24.8565163758772,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2329,False,"{'a': 0.01, 'e': 0.09739309150071584}",20,10,4.4987651223019665,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2330,False,"{'a': 0.01, 'e': 0.09729574708953276}",25,14,21.701845045026765,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2331,False,"{'a': 0.01, 'e': 0.09719849997410487}",30,13,29.958929063750766,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2332,False,"{'a': 0.01, 'e': 0.09710135005718508}",25,13,20.398366627016504,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2333,False,"{'a': 0.01, 'e': 0.09700429724162336}",25,15,18.48248009522682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2334,False,"{'a': 0.01, 'e': 0.09690734143036704}",20,0,-18.92787441447456,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2335,False,"{'a': 0.01, 'e': 0.09681048252646021}",20,12,13.311376089171361,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2336,False,"{'a': 0.01, 'e': 0.09671372043304398}",25,5,23.343763837681824,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
2337,False,"{'a': 0.01, 'e': 0.09661705505335619}",20,13,15.928670063133318,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2338,False,"{'a': 0.01, 'e': 0.09652048629073155}",20,7,9.06944475543936,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2339,False,"{'a': 0.01, 'e': 0.09642401404860125}",20,8,5.866018630256498,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2340,False,"{'a': 0.01, 'e': 0.09632763823049303}",20,14,10.17374395844203,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2341,False,"{'a': 0.01, 'e': 0.09623135874003103}",20,15,10.250984338096163,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2342,False,"{'a': 0.01, 'e': 0.09613517548093582}",20,0,-2.388245377000563,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
2343,False,"{'a': 0.01, 'e': 0.09603908835702411}",30,20,18.726058810444243,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2344,False,"{'a': 0.01, 'e': 0.09594309727220877}",35,17,25.858328291628403,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2345,False,"{'a': 0.01, 'e': 0.09584720213049865}",25,15,22.268629388493526,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2346,False,"{'a': 0.01, 'e': 0.09575140283599869}",30,13,20.748453693476648,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2347,False,"{'a': 0.01, 'e': 0.09565569929290954}",25,19,11.354679540646845,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2348,False,"{'a': 0.01, 'e': 0.09556009140552765}",25,0,26.757731089733845,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2349,False,"{'a': 0.01, 'e': 0.0954645790782451}",20,10,11.033923668283041,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2350,False,"{'a': 0.01, 'e': 0.09536916221554961}",25,0,38.98321685720909,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2351,False,"{'a': 0.01, 'e': 0.09527384072202429}",35,21,-13.14187325844748,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2352,False,"{'a': 0.01, 'e': 0.09517861450234763}",25,8,27.820978465604327,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2353,False,"{'a': 0.01, 'e': 0.09508348346129337}",30,12,27.131260940036935,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2354,False,"{'a': 0.01, 'e': 0.09498844750373053}",25,0,-0.6943094019259239,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
2355,False,"{'a': 0.01, 'e': 0.09489350653462311}",25,2,-34.271339742787816,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
2356,False,"{'a': 0.01, 'e': 0.09479866045903014}",20,12,15.19290747887073,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2357,False,"{'a': 0.01, 'e': 0.09470390918210547}",20,16,6.7603353957020005,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2358,False,"{'a': 0.01, 'e': 0.09460925260909793}",25,1,28.618228773364898,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
2359,False,"{'a': 0.01, 'e': 0.09451469064535088}",30,7,36.873285027238275,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2360,False,"{'a': 0.01, 'e': 0.09442022319630235}",20,15,10.9733035516293,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2361,False,"{'a': 0.01, 'e': 0.09432585016748485}",20,12,16.535211801631938,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2362,False,"{'a': 0.01, 'e': 0.0942315714645254}",35,4,-16.238390042722664,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 1}",1
2363,False,"{'a': 0.01, 'e': 0.09413738699314529}",20,7,-27.205383407494956,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
2364,False,"{'a': 0.01, 'e': 0.09404329665916}",20,5,17.25777556100467,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2365,False,"{'a': 0.01, 'e': 0.09394930036847918}",35,21,13.473549470110308,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2366,False,"{'a': 0.01, 'e': 0.09385539802710659}",30,8,-19.313792076804997,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
2367,False,"{'a': 0.01, 'e': 0.09376158954113986}",25,10,16.85016065504628,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2368,False,"{'a': 0.01, 'e': 0.09366787481677047}",25,19,12.051144374942862,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2369,False,"{'a': 0.01, 'e': 0.09357425376028367}",25,12,21.879846411243225,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2370,False,"{'a': 0.01, 'e': 0.09348072627805847}",30,19,21.740218069795763,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2371,False,"{'a': 0.01, 'e': 0.09338729227656732}",30,12,27.715705741750927,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2372,False,"{'a': 0.01, 'e': 0.09329395166237625}",25,5,-2.7305525104207713,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
2373,False,"{'a': 0.01, 'e': 0.09320070434214457}",20,4,29.369449070479167,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2374,False,"{'a': 0.01, 'e': 0.09310755022262504}",35,23,15.694207184164355,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2375,False,"{'a': 0.01, 'e': 0.09301448921066349}",20,3,26.550424842717145,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
