trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
750,False,"{'a': 0.01, 'e': 0.4723665527410147}",30,18,-0.013928771801425155,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
751,False,"{'a': 0.01, 'e': 0.471894422292842}",25,0,-9.340283590595204,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
752,False,"{'a': 0.01, 'e': 0.4714227637391309}",20,0,-61.69392361767437,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
753,False,"{'a': 0.01, 'e': 0.4709515766082228}",20,5,-7.0587153498832365,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
754,False,"{'a': 0.01, 'e': 0.47048086042893056}",20,5,1.6324688286602573,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
755,False,"{'a': 0.01, 'e': 0.47001061473053796}",25,0,-25.50357556937813,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
756,False,"{'a': 0.01, 'e': 0.46954083904279925}",35,17,-40.40925733831097,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 0}",1
757,False,"{'a': 0.01, 'e': 0.4690715328959387}",20,0,-76.78371271779626,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
758,False,"{'a': 0.01, 'e': 0.46860269582065023}",20,0,-18.48336890447929,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
759,False,"{'a': 0.01, 'e': 0.4681343273480965}",20,0,-36.75582935794813,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
760,False,"{'a': 0.01, 'e': 0.46766642700990924}",35,5,-90.40337727249644,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 2}",1
761,False,"{'a': 0.01, 'e': 0.4671989943381879}",20,0,-41.95662584089049,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
762,False,"{'a': 0.01, 'e': 0.46673202886549986}",20,0,-110.41500132932897,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
763,False,"{'a': 0.01, 'e': 0.46626553012487953}",25,0,-49.0155270728918,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
764,False,"{'a': 0.01, 'e': 0.46579949764982825}",30,23,13.602020297907021,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.01, 'e': 0.4653339309743134}",20,15,7.357422900541233,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.01, 'e': 0.46486882963276827}",20,6,-78.33456110658325,"{0: 8, 1: 3, 2: 1, 3: 1, 4: 1}",1
767,False,"{'a': 0.01, 'e': 0.46440419316009157}",20,0,3.91542002114394,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
768,False,"{'a': 0.01, 'e': 0.4639400210916467}",30,10,7.569472572238128,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
769,False,"{'a': 0.01, 'e': 0.4634763129632616}",20,0,-70.46377650410841,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
770,False,"{'a': 0.01, 'e': 0.46301306831122807}",20,0,-29.25916483820759,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
771,False,"{'a': 0.01, 'e': 0.4625502866723014}",30,5,-113.29021784530742,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",1
772,False,"{'a': 0.01, 'e': 0.4620879675837}",30,18,-3.1712181660613723,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
773,False,"{'a': 0.01, 'e': 0.4616261105831047}",20,9,-3.0483941324462562,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
774,False,"{'a': 0.01, 'e': 0.4611647152086584}",30,13,-36.96887489978901,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
775,False,"{'a': 0.01, 'e': 0.4607037809989658}",20,9,-2.5005748058474433,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
776,False,"{'a': 0.01, 'e': 0.46024330749309256}",20,0,-95.83637635881732,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
777,False,"{'a': 0.01, 'e': 0.4597832942305652}",20,0,-44.010900645731695,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
778,False,"{'a': 0.01, 'e': 0.45932374075137034}",25,0,-62.6758340200128,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
779,False,"{'a': 0.01, 'e': 0.4588646465959545}",25,17,14.79334655821713,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.01, 'e': 0.4584060113052235}",30,15,9.614750718916653,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.01, 'e': 0.45794783442054204}",20,0,-34.30778813515065,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
782,False,"{'a': 0.01, 'e': 0.45749011548373314}",20,0,-32.13447549658533,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
783,False,"{'a': 0.01, 'e': 0.4570328540370779}",20,3,-23.068007822054803,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
784,False,"{'a': 0.01, 'e': 0.4565760496233147}",20,0,18.85852214028422,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
785,False,"{'a': 0.01, 'e': 0.4561197017856392}",25,0,-4.502980251796821,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
786,False,"{'a': 0.01, 'e': 0.4556638100677035}",30,0,-37.0040534126267,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
787,False,"{'a': 0.01, 'e': 0.45520837401361586}",20,0,-68.2685124290599,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
788,False,"{'a': 0.01, 'e': 0.45475339316794017}",30,23,8.374483124335224,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.01, 'e': 0.4542988670756955}",25,13,16.840343335373973,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.01, 'e': 0.45384479528235583}",30,18,-3.0675581880170024,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
791,False,"{'a': 0.01, 'e': 0.4533911773338492}",20,13,6.926210121644816,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.01, 'e': 0.4529380127765577}",35,0,-116.74670751162513,"{0: 26, 1: 2, 2: 4, 3: 1, 4: 2}",0
793,False,"{'a': 0.01, 'e': 0.4524853011573167}",20,0,-34.11563624616767,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
794,False,"{'a': 0.01, 'e': 0.45203304202341466}",30,18,-10.414991891183325,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
795,False,"{'a': 0.01, 'e': 0.4515812349225922}",25,6,-55.69380463434773,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 1}",1
796,False,"{'a': 0.01, 'e': 0.45112987940304233}",25,15,-31.532264883017728,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
797,False,"{'a': 0.01, 'e': 0.4506789750134095}",30,4,-29.17169778242893,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",1
798,False,"{'a': 0.01, 'e': 0.45022852130278923}",20,0,-9.3844591848519,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
799,False,"{'a': 0.01, 'e': 0.44977851782072775}",35,9,-85.40421189347079,"{0: 19, 1: 2, 2: 1, 3: 3, 4: 1}",1
800,False,"{'a': 0.01, 'e': 0.44932896411722156}",20,2,12.333779089018229,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
801,False,"{'a': 0.01, 'e': 0.448879859742717}",25,0,-84.42781665035251,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
802,False,"{'a': 0.01, 'e': 0.4484312042481095}",20,0,-35.156012212915556,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
803,False,"{'a': 0.01, 'e': 0.44798299718474366}",30,16,-44.07709884818949,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
804,False,"{'a': 0.01, 'e': 0.44753523810441237}",20,0,4.182234651432126,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
805,False,"{'a': 0.01, 'e': 0.4470879265593564}",25,3,-56.30323127393469,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
806,False,"{'a': 0.01, 'e': 0.44664106210226434}",25,0,-144.74096969122417,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
807,False,"{'a': 0.01, 'e': 0.44619464428627154}",30,22,2.5697226620226647,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
808,False,"{'a': 0.01, 'e': 0.4457486726649602}",25,0,-37.7345754808524,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
809,False,"{'a': 0.01, 'e': 0.4453031467923587}",20,0,-42.64467558464076,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
810,False,"{'a': 0.01, 'e': 0.4448580662229411}",30,18,21.378777527858368,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.01, 'e': 0.4444134305116268}",30,0,-44.76719514807337,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
812,False,"{'a': 0.01, 'e': 0.44396923921378006}",25,0,26.013314918203474,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
813,False,"{'a': 0.01, 'e': 0.4435254918852095}",20,2,19.677338824213734,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
814,False,"{'a': 0.01, 'e': 0.44308218808216776}",20,0,-44.99949400450168,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
815,False,"{'a': 0.01, 'e': 0.4426393273613511}",30,0,-11.471228372599594,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
816,False,"{'a': 0.01, 'e': 0.44219690927989863}",20,10,-43.18406573473878,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
817,False,"{'a': 0.01, 'e': 0.4417549333953923}",25,0,-56.18282270405689,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
818,False,"{'a': 0.01, 'e': 0.44131339926585617}",25,0,-77.52364581320725,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
819,False,"{'a': 0.01, 'e': 0.4408723064497561}",25,0,-85.30113363491942,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
820,False,"{'a': 0.01, 'e': 0.44043165450599925}",35,12,-39.913985384769205,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
821,False,"{'a': 0.01, 'e': 0.43999144299393356}",30,0,-13.564835465186079,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",1
822,False,"{'a': 0.01, 'e': 0.43955167147334756}",35,6,-75.6122534126537,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 2}",1
823,False,"{'a': 0.01, 'e': 0.43911233950446965}",20,4,-19.770047807388217,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
824,False,"{'a': 0.01, 'e': 0.4386734466479678}",20,4,1.1723095608044318,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
825,False,"{'a': 0.01, 'e': 0.4382349924649492}",20,15,-12.37370159468746,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
826,False,"{'a': 0.01, 'e': 0.4377969765169596}",20,6,19.16980320833104,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.01, 'e': 0.437359398365983}",25,17,10.251236563774837,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.01, 'e': 0.43692225757444114}",35,14,-88.1122669502902,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 1}",1
829,False,"{'a': 0.01, 'e': 0.4364855537051933}",30,0,-105.3341509913574,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 3}",0
830,False,"{'a': 0.01, 'e': 0.43604928632153556}",25,12,2.61461668102414,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
831,False,"{'a': 0.01, 'e': 0.43561345498720044}",20,9,-27.781663586692797,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
832,False,"{'a': 0.01, 'e': 0.43517805926635666}",20,0,-1.9729699865012498,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
833,False,"{'a': 0.01, 'e': 0.43474309872360845}",20,0,-27.81696487609589,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
834,False,"{'a': 0.01, 'e': 0.4343085729239951}",20,0,-22.200155349046547,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
835,False,"{'a': 0.01, 'e': 0.4338744814329909}",20,0,-33.02029410163425,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
836,False,"{'a': 0.01, 'e': 0.4334408238165043}",25,0,-80.41846459635201,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
837,False,"{'a': 0.01, 'e': 0.43300759964087765}",25,7,-11.974511738604907,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
838,False,"{'a': 0.01, 'e': 0.43257480847288665}",25,2,-27.31960744604549,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
839,False,"{'a': 0.01, 'e': 0.43214244987974026}",30,7,-80.34212830979742,"{0: 17, 1: 2, 2: 0, 3: 3, 4: 1}",1
840,False,"{'a': 0.01, 'e': 0.43171052342907973}",30,13,-24.52691558679623,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
841,False,"{'a': 0.01, 'e': 0.43127902868897855}",30,13,-10.855928352503685,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
842,False,"{'a': 0.01, 'e': 0.43084796522794205}",25,0,-93.7757041138094,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
843,False,"{'a': 0.01, 'e': 0.43041733261490667}",20,9,-23.711745509131497,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
844,False,"{'a': 0.01, 'e': 0.4299871304192398}",30,2,23.091999863912744,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 0}",1
845,False,"{'a': 0.01, 'e': 0.42955735821073915}",30,0,-66.8964454737267,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 2}",0
846,False,"{'a': 0.01, 'e': 0.42912801555963254}",20,0,-2.654525032331729,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
847,False,"{'a': 0.01, 'e': 0.42869910203657724}",30,0,-11.145821604127779,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
848,False,"{'a': 0.01, 'e': 0.4282706172126597}",20,0,14.126747921861039,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
849,False,"{'a': 0.01, 'e': 0.427842560659395}",30,16,-17.353273058560738,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
850,False,"{'a': 0.01, 'e': 0.4274149319487267}",20,0,-23.592011162097712,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
851,False,"{'a': 0.01, 'e': 0.4269877306530259}",25,0,-26.31243755306457,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",1
852,False,"{'a': 0.01, 'e': 0.4265609563450914}",20,13,11.458289129639239,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.01, 'e': 0.4261346085981487}",20,11,-35.94934628854961,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
854,False,"{'a': 0.01, 'e': 0.4257086869858502}",25,8,7.02664444593198,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
855,False,"{'a': 0.01, 'e': 0.42528319108227414}",25,0,-3.217384998020452,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
856,False,"{'a': 0.01, 'e': 0.42485812046192456}",25,15,8.678126986075279,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
857,False,"{'a': 0.01, 'e': 0.4244334746997309}",20,6,24.093843796094443,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.01, 'e': 0.4240092533710473}",20,10,5.402696898594453,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
859,False,"{'a': 0.01, 'e': 0.4235854560516524}",30,0,-0.4845174569515045,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
860,False,"{'a': 0.01, 'e': 0.4231620823177488}",20,0,-70.28454955897679,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
861,False,"{'a': 0.01, 'e': 0.42273913174596284}",25,20,7.241658260257309,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.01, 'e': 0.42231660391334386}",20,13,-13.103680636886294,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
863,False,"{'a': 0.01, 'e': 0.4218944983973639}",20,9,-7.110416005967267,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
864,False,"{'a': 0.01, 'e': 0.42147281477591764}",20,16,7.528652402077352,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.01, 'e': 0.4210515526273212}",35,0,-160.21338726301886,"{0: 22, 1: 1, 2: 9, 3: 1, 4: 2}",0
866,False,"{'a': 0.01, 'e': 0.42063071153031245}",20,12,5.001237501449125,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.01, 'e': 0.4202102910640503}",20,13,8.58577959866021,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.01, 'e': 0.41979029080811425}",20,2,-48.30170835321845,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 0}",1
869,False,"{'a': 0.01, 'e': 0.41937071034250395}",25,0,19.1420468494141,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
870,False,"{'a': 0.01, 'e': 0.418951549247639}",25,7,-100.48920797954254,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 2}",1
871,False,"{'a': 0.01, 'e': 0.41853280710435814}",30,15,22.489853158910968,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.01, 'e': 0.41811448349391933}",25,11,-48.817358599921405,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 1}",1
873,False,"{'a': 0.01, 'e': 0.4176965779979988}",20,13,10.943674330051348,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.01, 'e': 0.41727909019869114}",25,3,1.2344259912270568,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
875,False,"{'a': 0.01, 'e': 0.4168620196785084}",25,15,13.219041898364233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.01, 'e': 0.41644536602038007}",25,0,6.199321413547569,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
877,False,"{'a': 0.01, 'e': 0.4160291288076525}",30,23,14.333936200917913,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.01, 'e': 0.4156133076240884}",35,22,-33.48370181435456,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
879,False,"{'a': 0.01, 'e': 0.4151979020538666}",25,4,-58.04196065916132,"{0: 13, 1: 6, 2: 1, 3: 0, 4: 1}",1
880,False,"{'a': 0.01, 'e': 0.4147829116815814}",25,2,24.046908523633572,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
881,False,"{'a': 0.01, 'e': 0.41436833609224244}",20,7,-16.804072702965907,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
882,False,"{'a': 0.01, 'e': 0.4139541748712741}",25,12,14.248084495265026,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
883,False,"{'a': 0.01, 'e': 0.41354042760451515}",25,14,6.604515577302301,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
884,False,"{'a': 0.01, 'e': 0.4131270938782182}",30,0,10.007005711929098,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",0
885,False,"{'a': 0.01, 'e': 0.4127141732790497}",30,10,-42.75352650037263,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
886,False,"{'a': 0.01, 'e': 0.41230166539408875}",20,9,11.735779791171877,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.01, 'e': 0.4118895698108276}",25,15,10.632983871137647,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.01, 'e': 0.41147788611717057}",30,18,15.036677551834568,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.01, 'e': 0.41106661390143395}",20,8,-5.115818674843938,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
890,False,"{'a': 0.01, 'e': 0.4106557527523455}",30,2,3.667607687141419,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 0}",1
891,False,"{'a': 0.01, 'e': 0.410245302259044}",25,20,9.029927055976753,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.01, 'e': 0.40983526201107895}",20,0,-77.40869337127707,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
893,False,"{'a': 0.01, 'e': 0.40942563159841006}",30,18,-75.12558666451909,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
894,False,"{'a': 0.01, 'e': 0.4090164106114069}",20,0,-32.03584473002469,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
895,False,"{'a': 0.01, 'e': 0.40860759864084845}",25,8,-0.6792430865924652,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
896,False,"{'a': 0.01, 'e': 0.4081991952779227}",30,14,-3.7280790968123245,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
897,False,"{'a': 0.01, 'e': 0.4077912001142262}",20,9,-1.263079892506006,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
898,False,"{'a': 0.01, 'e': 0.4073836127417638}",20,8,-24.831488589432237,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
899,False,"{'a': 0.01, 'e': 0.40697643275294815}",30,0,-40.82761917621704,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
900,False,"{'a': 0.01, 'e': 0.4065696597405991}",30,10,-3.74493759242067,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
901,False,"{'a': 0.01, 'e': 0.4061632932979437}",25,17,-17.250430176388925,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
902,False,"{'a': 0.01, 'e': 0.40575733301861544}",25,6,13.475027576525374,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.01, 'e': 0.405351778496654}",25,5,37.04144451986183,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.01, 'e': 0.4049466293265049}",20,0,-26.80526001782565,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
905,False,"{'a': 0.01, 'e': 0.4045418851030188}",20,0,-16.89693065502962,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
906,False,"{'a': 0.01, 'e': 0.4041375454214515}",20,12,-16.37543770418513,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
907,False,"{'a': 0.01, 'e': 0.4037336098774634}",20,0,-130.12728146946765,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 2}",0
908,False,"{'a': 0.01, 'e': 0.40333007806711874}",20,6,5.316090379276414,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
909,False,"{'a': 0.01, 'e': 0.40292694958688574}",20,4,-25.63819396317457,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
910,False,"{'a': 0.01, 'e': 0.40252422403363597}",30,5,-1.76378992659303,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",1
911,False,"{'a': 0.01, 'e': 0.40212190100464373}",20,0,14.619444262344691,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
912,False,"{'a': 0.01, 'e': 0.401719980097586}",20,8,-17.39731852697285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
913,False,"{'a': 0.01, 'e': 0.4013184609105419}",30,0,-40.22410364190855,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
914,False,"{'a': 0.01, 'e': 0.4009173430419921}",25,19,8.26549013771824,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.01, 'e': 0.4005166260908188}",25,15,-28.24044959409116,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
916,False,"{'a': 0.01, 'e': 0.40011630965630496}",30,0,2.5806131911617562,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
917,False,"{'a': 0.01, 'e': 0.3997163933381341}",20,11,-16.82998257268301,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
918,False,"{'a': 0.01, 'e': 0.3993168767363899}",30,0,-0.2822997299040191,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
919,False,"{'a': 0.01, 'e': 0.39891775945155566}",20,3,-12.238410281775282,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
920,False,"{'a': 0.01, 'e': 0.39851904108451414}",25,17,6.2204036459399,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.01, 'e': 0.39812072123654696}",20,0,8.192173849041106,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
922,False,"{'a': 0.01, 'e': 0.39772279950933415}",25,5,21.880129312438378,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.01, 'e': 0.397325275504954}",25,7,-5.743900360920747,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
924,False,"{'a': 0.01, 'e': 0.39692814882588245}",25,0,-26.568512037419755,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
925,False,"{'a': 0.01, 'e': 0.39653141907499284}",30,0,-59.556237145112405,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
926,False,"{'a': 0.01, 'e': 0.39613508585555535}",30,23,9.223989052050992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.01, 'e': 0.3957391487712367}",25,10,9.260040315045904,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
928,False,"{'a': 0.01, 'e': 0.3953436074260998}",20,0,-113.75348030394986,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
929,False,"{'a': 0.01, 'e': 0.39494846142460327}",30,17,10.381820452800113,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
930,False,"{'a': 0.01, 'e': 0.3945537103716011}",20,15,0.1961574281244547,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
931,False,"{'a': 0.01, 'e': 0.3941593538723422}",20,0,25.324000064894907,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
932,False,"{'a': 0.01, 'e': 0.39376539153247}",30,0,-13.590523483089893,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
933,False,"{'a': 0.01, 'e': 0.3933718229580221}",25,0,-56.36528092871288,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
